accession,file_accession,target,dataset_description,replicate_libraries,replicate_antibody,controls,controlled_by,paired_end,paired_with,href,md5sum,fiji_file
ENCSR508DQA,ENCFF260CTF,FOXK2,FOXK2 ChIP-seq on human K562,ENCLB318JMG,ENCAB625ERS,ENCSR554FDZ,ENCFF002EFF,fastq_1,ENCFF959CFI,/files/ENCFF260CTF/@@download/ENCFF260CTF.fastq.gz,6dc54782342e78c9c06f55c0885e307c,fastq/encode/ENCFF260CTF.fastq.gz
ENCSR508DQA,ENCFF344DMA,FOXK2,FOXK2 ChIP-seq on human K562,ENCLB308QXN,ENCAB625ERS,ENCSR554FDZ,ENCFF002EFD,fastq_1,ENCFF164JCA,/files/ENCFF344DMA/@@download/ENCFF344DMA.fastq.gz,d5ad9ccc1f263d24f4b164d602fbe7a6,fastq/encode/ENCFF344DMA.fastq.gz
ENCSR508DQA,ENCFF164JCA,FOXK2,FOXK2 ChIP-seq on human K562,ENCLB308QXN,ENCAB625ERS,ENCSR554FDZ,ENCFF002EFA,fastq_2,ENCFF344DMA,/files/ENCFF164JCA/@@download/ENCFF164JCA.fastq.gz,4d9478fcf4d4fd696f1c116d364f98b7,fastq/encode/ENCFF164JCA.fastq.gz
ENCSR512NLO,ENCFF335ZAN,MNT,MNT ChIP-seq on human K562,ENCLB230CRX,ENCAB000BCL,ENCSR173USI,ENCFF002EFA,fastq_2,ENCFF244ECJ,/files/ENCFF335ZAN/@@download/ENCFF335ZAN.fastq.gz,5daa8e7048a132b183c2c8e250296c73,fastq/encode/ENCFF335ZAN.fastq.gz
ENCSR512NLO,ENCFF196AKS,MNT,MNT ChIP-seq on human K562,ENCLB153XIV,ENCAB000BCL,ENCSR173USI,ENCFF002EFH,fastq_2,ENCFF642JVD,/files/ENCFF196AKS/@@download/ENCFF196AKS.fastq.gz,54e7abff3c709ee175db3f4e28533ba0,fastq/encode/ENCFF196AKS.fastq.gz
ENCSR512NLO,ENCFF642JVD,MNT,MNT ChIP-seq on human K562,ENCLB153XIV,ENCAB000BCL,ENCSR173USI,ENCFF002EFF,fastq_1,ENCFF196AKS,/files/ENCFF642JVD/@@download/ENCFF642JVD.fastq.gz,7ef09d5e703be9491a26fdb8d133cdf1,fastq/encode/ENCFF642JVD.fastq.gz
ENCSR512NLO,ENCFF244ECJ,MNT,MNT ChIP-seq on human K562,ENCLB230CRX,ENCAB000BCL,ENCSR173USI,ENCFF002EFD,fastq_1,ENCFF335ZAN,/files/ENCFF244ECJ/@@download/ENCFF244ECJ.fastq.gz,0aa1e519b4dd93b3f7eb094b9b65db2e,fastq/encode/ENCFF244ECJ.fastq.gz
ENCSR519WMW,ENCFF124VKG,SMARCC2,SMARCC2 ChIP-seq on human K562,ENCLB475DUV,ENCAB313DWJ,ENCSR173USI,ENCFF002EFD,fastq_1,ENCFF287GOE,/files/ENCFF124VKG/@@download/ENCFF124VKG.fastq.gz,89923a6d4c1b4c910e0ee7185cb9ae81,fastq/encode/ENCFF124VKG.fastq.gz
ENCSR519WMW,ENCFF287GOE,SMARCC2,SMARCC2 ChIP-seq on human K562,ENCLB475DUV,ENCAB313DWJ,ENCSR173USI,ENCFF002EFA,fastq_2,ENCFF124VKG,/files/ENCFF287GOE/@@download/ENCFF287GOE.fastq.gz,7dd56a9ab141a78d9fb2189fe75ccb82,fastq/encode/ENCFF287GOE.fastq.gz
ENCSR519WMW,ENCFF809LBJ,SMARCC2,SMARCC2 ChIP-seq on human K562,ENCLB128DIO,ENCAB313DWJ,ENCSR173USI,ENCFF002EFD,fastq_1,ENCFF147AFV,/files/ENCFF809LBJ/@@download/ENCFF809LBJ.fastq.gz,c0f5cb848029c670e9f686d98b7f95c7,fastq/encode/ENCFF809LBJ.fastq.gz
ENCSR519WMW,ENCFF147AFV,SMARCC2,SMARCC2 ChIP-seq on human K562,ENCLB128DIO,ENCAB313DWJ,ENCSR173USI,ENCFF002EFA,fastq_2,ENCFF809LBJ,/files/ENCFF147AFV/@@download/ENCFF147AFV.fastq.gz,06bfe03274fcbded2b7eecbe3aa9b209,fastq/encode/ENCFF147AFV.fastq.gz
ENCSR524BUE,ENCFF273REO,RAD51,RAD51 ChIP-seq on human K562,ENCLB774HOZ,ENCAB406ZKT,ENCSR554FDZ,ENCFF002EFF,fastq_1,ENCFF809ISJ,/files/ENCFF273REO/@@download/ENCFF273REO.fastq.gz,184ee3a95a419999fba32c73f77326ed,fastq/encode/ENCFF273REO.fastq.gz
ENCSR524BUE,ENCFF354UBV,RAD51,RAD51 ChIP-seq on human K562,ENCLB961RCO,ENCAB406ZKT,ENCSR554FDZ,ENCFF002EFD,fastq_1,ENCFF600KXI,/files/ENCFF354UBV/@@download/ENCFF354UBV.fastq.gz,290f57b3ad27712b59e7bafb681420ae,fastq/encode/ENCFF354UBV.fastq.gz
ENCSR524BUE,ENCFF809ISJ,RAD51,RAD51 ChIP-seq on human K562,ENCLB774HOZ,ENCAB406ZKT,ENCSR554FDZ,ENCFF002EFH,fastq_2,ENCFF273REO,/files/ENCFF809ISJ/@@download/ENCFF809ISJ.fastq.gz,721c77dbe1d53ebdc7acf2bfe6d4a37b,fastq/encode/ENCFF809ISJ.fastq.gz
ENCSR524BUE,ENCFF600KXI,RAD51,RAD51 ChIP-seq on human K562,ENCLB961RCO,ENCAB406ZKT,ENCSR554FDZ,ENCFF002EFA,fastq_2,ENCFF354UBV,/files/ENCFF600KXI/@@download/ENCFF600KXI.fastq.gz,f9074bbb228cc05a6d394ae31b930469,fastq/encode/ENCFF600KXI.fastq.gz
ENCSR530XQI,ENCFF756MPL,L3MBTL2,L3MBTL2 ChIP-seq on human K562,ENCLB003ART,ENCAB000BMG,ENCSR554FDZ,ENCFF002EFD,fastq_1,ENCFF347VNR,/files/ENCFF756MPL/@@download/ENCFF756MPL.fastq.gz,ece84c65e608ebf31cee9958e09a7ae5,fastq/encode/ENCFF756MPL.fastq.gz
ENCSR530XQI,ENCFF945QMW,L3MBTL2,L3MBTL2 ChIP-seq on human K562,ENCLB030YBJ,ENCAB000BMG,ENCSR554FDZ,ENCFF002EFF,fastq_1,ENCFF139CLF,/files/ENCFF945QMW/@@download/ENCFF945QMW.fastq.gz,92d620c9872131a9a03031948321ec1a,fastq/encode/ENCFF945QMW.fastq.gz
ENCSR530XQI,ENCFF139CLF,L3MBTL2,L3MBTL2 ChIP-seq on human K562,ENCLB030YBJ,ENCAB000BMG,ENCSR554FDZ,ENCFF002EFH,fastq_2,ENCFF945QMW,/files/ENCFF139CLF/@@download/ENCFF139CLF.fastq.gz,ee78560fdede19be09c8596d195de772,fastq/encode/ENCFF139CLF.fastq.gz
ENCSR530XQI,ENCFF347VNR,L3MBTL2,L3MBTL2 ChIP-seq on human K562,ENCLB003ART,ENCAB000BMG,ENCSR554FDZ,ENCFF002EFA,fastq_2,ENCFF756MPL,/files/ENCFF347VNR/@@download/ENCFF347VNR.fastq.gz,7a355c06c87004de60d5ada6b0ee7245,fastq/encode/ENCFF347VNR.fastq.gz
ENCSR532EMP,ENCFF633AET,eGFP-ZNF740,eGFP-ZNF740 ChIP-seq on human K562,ENCLB852SAT,ENCAB728YTO,ENCSR209YCR,ENCFF055UND,fastq_2,ENCFF607RXB,/files/ENCFF633AET/@@download/ENCFF633AET.fastq.gz,b2abf9f5ce87a17d868cea2f72b8ede1,fastq/encode/ENCFF633AET.fastq.gz
ENCSR532EMP,ENCFF554XIX,eGFP-ZNF740,eGFP-ZNF740 ChIP-seq on human K562,ENCLB015DNV,ENCAB728YTO,ENCSR209YCR,ENCFF055UND,fastq_1,ENCFF111REI,/files/ENCFF554XIX/@@download/ENCFF554XIX.fastq.gz,c6ba4ad71e7a6621a147fc627caaead1,fastq/encode/ENCFF554XIX.fastq.gz
ENCSR532EMP,ENCFF111REI,eGFP-ZNF740,eGFP-ZNF740 ChIP-seq on human K562,ENCLB015DNV,ENCAB728YTO,ENCSR209YCR,ENCFF055UND,fastq_2,ENCFF554XIX,/files/ENCFF111REI/@@download/ENCFF111REI.fastq.gz,9fc325201bd588f27010a8483aceb608,fastq/encode/ENCFF111REI.fastq.gz
ENCSR532EMP,ENCFF607RXB,eGFP-ZNF740,eGFP-ZNF740 ChIP-seq on human K562,ENCLB852SAT,ENCAB728YTO,ENCSR209YCR,ENCFF055UND,fastq_1,ENCFF633AET,/files/ENCFF607RXB/@@download/ENCFF607RXB.fastq.gz,4cf340496361518f69e865ded48b6420,fastq/encode/ENCFF607RXB.fastq.gz
ENCSR542WJU,ENCFF640FTH,MCM7,MCM7 ChIP-seq on human K562,ENCLB469VTS,ENCAB076QOB,ENCSR173USI,ENCFF002EFF,fastq_1,ENCFF909ZLD,/files/ENCFF640FTH/@@download/ENCFF640FTH.fastq.gz,37a8282345c50f744397042513f3f484,fastq/encode/ENCFF640FTH.fastq.gz
ENCSR542WJU,ENCFF909ZLD,MCM7,MCM7 ChIP-seq on human K562,ENCLB469VTS,ENCAB076QOB,ENCSR173USI,ENCFF002EFH,fastq_2,ENCFF640FTH,/files/ENCFF909ZLD/@@download/ENCFF909ZLD.fastq.gz,e825da0c92a58c43526a8d6385e1bb6c,fastq/encode/ENCFF909ZLD.fastq.gz
ENCSR542WJU,ENCFF250AVG,MCM7,MCM7 ChIP-seq on human K562,ENCLB563WZL,ENCAB076QOB,ENCSR173USI,ENCFF002EFF,fastq_1,ENCFF121ACO,/files/ENCFF250AVG/@@download/ENCFF250AVG.fastq.gz,5b402356a3795993e6bdc80febd3de96,fastq/encode/ENCFF250AVG.fastq.gz
ENCSR542WJU,ENCFF121ACO,MCM7,MCM7 ChIP-seq on human K562,ENCLB563WZL,ENCAB076QOB,ENCSR173USI,ENCFF002EFH,fastq_2,ENCFF250AVG,/files/ENCFF121ACO/@@download/ENCFF121ACO.fastq.gz,8dbba304aa32ae5181e98ddbc6c51e5b,fastq/encode/ENCFF121ACO.fastq.gz
ENCSR545WDI,ENCFF795KJT,Control,Input control ChIP-seq on human eGFP-RELA tagged K562 cell line.,ENCLB096NOI,NA,NA,NA,fastq_1,ENCFF067HZB,/files/ENCFF795KJT/@@download/ENCFF795KJT.fastq.gz,181e5f1b5066490e060060bdd03c3d11,fastq/encode/ENCFF795KJT.fastq.gz
ENCSR545WDI,ENCFF067HZB,Control,Input control ChIP-seq on human eGFP-RELA tagged K562 cell line.,ENCLB096NOI,NA,NA,NA,fastq_2,ENCFF795KJT,/files/ENCFF067HZB/@@download/ENCFF067HZB.fastq.gz,d8d470b5d43ab2db6aa0913da30b39c9,fastq/encode/ENCFF067HZB.fastq.gz
ENCSR546IHU,ENCFF880UNP,ZNF184,ZNF184 ChIP-seq on human K562,ENCLB801CGH,ENCAB466YMY,ENCSR173USI,ENCFF002EFF,fastq_1,ENCFF264CHQ,/files/ENCFF880UNP/@@download/ENCFF880UNP.fastq.gz,d73336e473cddc87d7485cffb4ab3005,fastq/encode/ENCFF880UNP.fastq.gz
ENCSR546IHU,ENCFF082KHS,ZNF184,ZNF184 ChIP-seq on human K562,ENCLB252ESN,ENCAB466YMY,ENCSR173USI,ENCFF002EFA,fastq_2,ENCFF118URY,/files/ENCFF082KHS/@@download/ENCFF082KHS.fastq.gz,03d859a15078976ef843d499d8e9b874,fastq/encode/ENCFF082KHS.fastq.gz
ENCSR546IHU,ENCFF264CHQ,ZNF184,ZNF184 ChIP-seq on human K562,ENCLB801CGH,ENCAB466YMY,ENCSR173USI,ENCFF002EFH,fastq_2,ENCFF880UNP,/files/ENCFF264CHQ/@@download/ENCFF264CHQ.fastq.gz,1edb47c5c5d27ab6274c4d6e1b820281,fastq/encode/ENCFF264CHQ.fastq.gz
ENCSR546IHU,ENCFF118URY,ZNF184,ZNF184 ChIP-seq on human K562,ENCLB252ESN,ENCAB466YMY,ENCSR173USI,ENCFF002EFD,fastq_1,ENCFF082KHS,/files/ENCFF118URY/@@download/ENCFF118URY.fastq.gz,a896740629f70c16a3f61f3132c78a0f,fastq/encode/ENCFF118URY.fastq.gz
ENCSR547LKC,ENCFF552ETP,GATAD2B,GATAD2B ChIP-seq on human K562,ENCLB788LZY,ENCAB939ONI,ENCSR632PAG,ENCFF259GQA,fastq_1,ENCFF523ULM,/files/ENCFF552ETP/@@download/ENCFF552ETP.fastq.gz,f9088ca92f7b23763959856416b76d40,fastq/encode/ENCFF552ETP.fastq.gz
ENCSR547LKC,ENCFF523ULM,GATAD2B,GATAD2B ChIP-seq on human K562,ENCLB788LZY,ENCAB939ONI,ENCSR632PAG,ENCFF837MIV,fastq_2,ENCFF552ETP,/files/ENCFF523ULM/@@download/ENCFF523ULM.fastq.gz,236b200e9c6047b628e5b0a011b66431,fastq/encode/ENCFF523ULM.fastq.gz
ENCSR547LKC,ENCFF489DPL,GATAD2B,GATAD2B ChIP-seq on human K562,ENCLB668YGI,ENCAB939ONI,ENCSR632PAG,ENCFF498JMO,fastq_1,ENCFF999EFL,/files/ENCFF489DPL/@@download/ENCFF489DPL.fastq.gz,a1b3bd91365380ebfa3c9a39d55dcf11,fastq/encode/ENCFF489DPL.fastq.gz
ENCSR547LKC,ENCFF999EFL,GATAD2B,GATAD2B ChIP-seq on human K562,ENCLB668YGI,ENCAB939ONI,ENCSR632PAG,ENCFF502GTS,fastq_2,ENCFF489DPL,/files/ENCFF999EFL/@@download/ENCFF999EFL.fastq.gz,5b804ddbe311e996e28a96735c868f0a,fastq/encode/ENCFF999EFL.fastq.gz
ENCSR550HCT,ENCFF807OLO,eGFP-KLF1,eGFP-KLF1 ChIP-seq on human K562,ENCLB606PCO,ENCAB728YTO,ENCSR249OFO,ENCFF419AVJ,fastq_2,ENCFF942FDD,/files/ENCFF807OLO/@@download/ENCFF807OLO.fastq.gz,bcf0e73e571a7e09e4dab8501cc4323a,fastq/encode/ENCFF807OLO.fastq.gz
ENCSR550HCT,ENCFF994DFN,eGFP-KLF1,eGFP-KLF1 ChIP-seq on human K562,ENCLB371OAT,ENCAB728YTO,ENCSR249OFO,ENCFF918QAP,fastq_1,ENCFF438UFH,/files/ENCFF994DFN/@@download/ENCFF994DFN.fastq.gz,14f3ff06d7dfe4c13cfdff366e226c1a,fastq/encode/ENCFF994DFN.fastq.gz
ENCSR550HCT,ENCFF942FDD,eGFP-KLF1,eGFP-KLF1 ChIP-seq on human K562,ENCLB606PCO,ENCAB728YTO,ENCSR249OFO,ENCFF918QAP,fastq_1,ENCFF807OLO,/files/ENCFF942FDD/@@download/ENCFF942FDD.fastq.gz,d98cea0616998d959052939ad744f4cd,fastq/encode/ENCFF942FDD.fastq.gz
ENCSR550HCT,ENCFF438UFH,eGFP-KLF1,eGFP-KLF1 ChIP-seq on human K562,ENCLB371OAT,ENCAB728YTO,ENCSR249OFO,ENCFF419AVJ,fastq_2,ENCFF994DFN,/files/ENCFF438UFH/@@download/ENCFF438UFH.fastq.gz,5f8cf21523bf2266f6542f768535ecbe,fastq/encode/ENCFF438UFH.fastq.gz
ENCSR552PSV,ENCFF280MUX,MCM2,MCM2 ChIP-seq on human K562,ENCLB610ZUQ,ENCAB220HTO,ENCSR173USI,ENCFF002EFH,fastq_2,ENCFF158WAX,/files/ENCFF280MUX/@@download/ENCFF280MUX.fastq.gz,e176096c0fe03bd9cd3457b24cf949f9,fastq/encode/ENCFF280MUX.fastq.gz
ENCSR552PSV,ENCFF158WAX,MCM2,MCM2 ChIP-seq on human K562,ENCLB610ZUQ,ENCAB220HTO,ENCSR173USI,ENCFF002EFF,fastq_1,ENCFF280MUX,/files/ENCFF158WAX/@@download/ENCFF158WAX.fastq.gz,1a6fda24086d595dee4a17ece5448349,fastq/encode/ENCFF158WAX.fastq.gz
ENCSR552PSV,ENCFF692YLS,MCM2,MCM2 ChIP-seq on human K562,ENCLB626TAV,ENCAB220HTO,ENCSR173USI,ENCFF002EFF,fastq_1,ENCFF274BMI,/files/ENCFF692YLS/@@download/ENCFF692YLS.fastq.gz,b9cfbd69e268b95fa3e00442719357d4,fastq/encode/ENCFF692YLS.fastq.gz
ENCSR552PSV,ENCFF274BMI,MCM2,MCM2 ChIP-seq on human K562,ENCLB626TAV,ENCAB220HTO,ENCSR173USI,ENCFF002EFH,fastq_2,ENCFF692YLS,/files/ENCFF274BMI/@@download/ENCFF274BMI.fastq.gz,d0fe7114141c70d9bc6c1abc474d12ad,fastq/encode/ENCFF274BMI.fastq.gz
ENCSR552YGL,ENCFF719JFL,eGFP-NFE2,eGFP-NFE2 ChIP-seq on human K562,ENCLB695IPK,ENCAB728YTO,ENCSR375CYS,ENCFF439KJM,fastq_1,ENCFF105YSI,/files/ENCFF719JFL/@@download/ENCFF719JFL.fastq.gz,040b3a827b0d94d8436a4d099c6f572c,fastq/encode/ENCFF719JFL.fastq.gz
ENCSR552YGL,ENCFF105YSI,eGFP-NFE2,eGFP-NFE2 ChIP-seq on human K562,ENCLB695IPK,ENCAB728YTO,ENCSR375CYS,ENCFF439KJM,fastq_2,ENCFF719JFL,/files/ENCFF105YSI/@@download/ENCFF105YSI.fastq.gz,c81a0ab3a66a387cb72ddf884870741d,fastq/encode/ENCFF105YSI.fastq.gz
ENCSR552YGL,ENCFF034LKJ,eGFP-NFE2,eGFP-NFE2 ChIP-seq on human K562,ENCLB768TMO,ENCAB728YTO,ENCSR375CYS,ENCFF439KJM,fastq_2,ENCFF118PSY,/files/ENCFF034LKJ/@@download/ENCFF034LKJ.fastq.gz,b45e2bfb9f7106e41da02db17f224fab,fastq/encode/ENCFF034LKJ.fastq.gz
ENCSR552YGL,ENCFF118PSY,eGFP-NFE2,eGFP-NFE2 ChIP-seq on human K562,ENCLB768TMO,ENCAB728YTO,ENCSR375CYS,ENCFF439KJM,fastq_1,ENCFF034LKJ,/files/ENCFF118PSY/@@download/ENCFF118PSY.fastq.gz,31a5a85c072b43a16d094786f8311eb9,fastq/encode/ENCFF118PSY.fastq.gz
ENCSR554FDZ,ENCFF002EGI,rabbit-IgG-control,rabbit-IgG-control ChIP-seq on human K562,ENCLB960ZOZ,ENCAB000AOJ,NA,NA,fastq_1,ENCFF002EGA,/files/ENCFF002EGI/@@download/ENCFF002EGI.fastq.gz,ccc9e85269d58667e7bc3ee13aec3261,fastq/encode/ENCFF002EGI.fastq.gz
ENCSR554FDZ,ENCFF002EFY,rabbit-IgG-control,rabbit-IgG-control ChIP-seq on human K562,ENCLB080FTU,ENCAB000AOJ,NA,NA,fastq_1,ENCFF002DUC,/files/ENCFF002EFY/@@download/ENCFF002EFY.fastq.gz,de668fcc1f528ab8074b8f1133c02bed,fastq/encode/ENCFF002EFY.fastq.gz
ENCSR554FDZ,ENCFF002DUC,rabbit-IgG-control,rabbit-IgG-control ChIP-seq on human K562,ENCLB080FTU,ENCAB000AOJ,NA,NA,fastq_2,ENCFF002EFY,/files/ENCFF002DUC/@@download/ENCFF002DUC.fastq.gz,7ce391df3c8ee038d11b85c37a625018,fastq/encode/ENCFF002DUC.fastq.gz
ENCSR554FDZ,ENCFF002EGA,rabbit-IgG-control,rabbit-IgG-control ChIP-seq on human K562,ENCLB960ZOZ,ENCAB000AOJ,NA,NA,fastq_2,ENCFF002EGI,/files/ENCFF002EGA/@@download/ENCFF002EGA.fastq.gz,8cb67e6daec8c6f7cb0f88459b09ff7b,fastq/encode/ENCFF002EGA.fastq.gz
ENCSR557SDQ,ENCFF217VQE,Control,Input control ChIP-seq on human eGFP-HINFP tagged K562 cell line.,ENCLB527HRB,NA,NA,NA,fastq_1,ENCFF241ECN,/files/ENCFF217VQE/@@download/ENCFF217VQE.fastq.gz,8fc01dc9c3fefdea30ff47e51018062a,fastq/encode/ENCFF217VQE.fastq.gz
ENCSR557SDQ,ENCFF241ECN,Control,Input control ChIP-seq on human eGFP-HINFP tagged K562 cell line.,ENCLB527HRB,NA,NA,NA,fastq_2,ENCFF217VQE,/files/ENCFF241ECN/@@download/ENCFF241ECN.fastq.gz,0d9a07f6c1c6db85db82dda988cb69a8,fastq/encode/ENCFF241ECN.fastq.gz
ENCSR563LLO,ENCFF749JUG,E2F1,E2F1 ChIP-seq on human K562,ENCLB809EWT,ENCAB851KCY,ENCSR554FDZ,ENCFF002EFF,fastq_1,ENCFF942QFN,/files/ENCFF749JUG/@@download/ENCFF749JUG.fastq.gz,ed11fdb833504d89cbdaa80195bb6342,fastq/encode/ENCFF749JUG.fastq.gz
ENCSR563LLO,ENCFF399CCC,E2F1,E2F1 ChIP-seq on human K562,ENCLB250QWI,ENCAB851KCY,ENCSR554FDZ,ENCFF002EFA,fastq_2,ENCFF907JIE,/files/ENCFF399CCC/@@download/ENCFF399CCC.fastq.gz,9c42e977da8c0e46d264c46fc58bf1ce,fastq/encode/ENCFF399CCC.fastq.gz
ENCSR563LLO,ENCFF907JIE,E2F1,E2F1 ChIP-seq on human K562,ENCLB250QWI,ENCAB851KCY,ENCSR554FDZ,ENCFF002EFD,fastq_1,ENCFF399CCC,/files/ENCFF907JIE/@@download/ENCFF907JIE.fastq.gz,f803648c02f1fd83256344426e557179,fastq/encode/ENCFF907JIE.fastq.gz
ENCSR563LLO,ENCFF942QFN,E2F1,E2F1 ChIP-seq on human K562,ENCLB809EWT,ENCAB851KCY,ENCSR554FDZ,ENCFF002EFH,fastq_2,ENCFF749JUG,/files/ENCFF942QFN/@@download/ENCFF942QFN.fastq.gz,d8dcb2e02f9e5a5d223fd20e18231279,fastq/encode/ENCFF942QFN.fastq.gz
ENCSR563YDA,ENCFF214MWL,HDGF,HDGF ChIP-seq on human K562,ENCLB520NBN,ENCAB691BTB,ENCSR554FDZ,ENCFF002EFA,fastq_2,ENCFF664YJD,/files/ENCFF214MWL/@@download/ENCFF214MWL.fastq.gz,a05a159eb6d4c5823f02fee699621c6b,fastq/encode/ENCFF214MWL.fastq.gz
ENCSR563YDA,ENCFF598OBQ,HDGF,HDGF ChIP-seq on human K562,ENCLB914YJE,ENCAB691BTB,ENCSR554FDZ,ENCFF002EFF,fastq_1,ENCFF324VNE,/files/ENCFF598OBQ/@@download/ENCFF598OBQ.fastq.gz,a3f8113dcea69188bfb15c73d2ccee16,fastq/encode/ENCFF598OBQ.fastq.gz
ENCSR563YDA,ENCFF664YJD,HDGF,HDGF ChIP-seq on human K562,ENCLB520NBN,ENCAB691BTB,ENCSR554FDZ,ENCFF002EFD,fastq_1,ENCFF214MWL,/files/ENCFF664YJD/@@download/ENCFF664YJD.fastq.gz,72920b0881dc3e715e191a381c43b410,fastq/encode/ENCFF664YJD.fastq.gz
ENCSR563YDA,ENCFF324VNE,HDGF,HDGF ChIP-seq on human K562,ENCLB914YJE,ENCAB691BTB,ENCSR554FDZ,ENCFF002EFH,fastq_2,ENCFF598OBQ,/files/ENCFF324VNE/@@download/ENCFF324VNE.fastq.gz,094daa008ad8a6de6aa9ca01d0bfbf9c,fastq/encode/ENCFF324VNE.fastq.gz
ENCSR565XPP,ENCFF224SOH,Control,Input control ChIP-seq on human eGFP-ATF3 tagged K562 cell ine.,ENCLB306PZQ,NA,NA,NA,fastq_1,ENCFF451VBV,/files/ENCFF224SOH/@@download/ENCFF224SOH.fastq.gz,a39e5ac189846e70801b7f24b63d642e,fastq/encode/ENCFF224SOH.fastq.gz
ENCSR565XPP,ENCFF451VBV,Control,Input control ChIP-seq on human eGFP-ATF3 tagged K562 cell ine.,ENCLB306PZQ,NA,NA,NA,fastq_2,ENCFF224SOH,/files/ENCFF451VBV/@@download/ENCFF451VBV.fastq.gz,fb920cb64655fa6f1c7c78e7537959ff,fastq/encode/ENCFF451VBV.fastq.gz
ENCSR567JEU,ENCFF519SRC,YBX3,YBX3 ChIP-seq on human K562,ENCLB315RYQ,ENCAB021IRD,ENCSR173USI,ENCFF002EFH,fastq_2,ENCFF276AYD,/files/ENCFF519SRC/@@download/ENCFF519SRC.fastq.gz,38869be97aaa384846cea4cd8dc51192,fastq/encode/ENCFF519SRC.fastq.gz
ENCSR567JEU,ENCFF276AYD,YBX3,YBX3 ChIP-seq on human K562,ENCLB315RYQ,ENCAB021IRD,ENCSR173USI,ENCFF002EFF,fastq_1,ENCFF519SRC,/files/ENCFF276AYD/@@download/ENCFF276AYD.fastq.gz,67b81ef73d0ee3829b4b6947ad43ce9a,fastq/encode/ENCFF276AYD.fastq.gz
ENCSR567JEU,ENCFF504AIH,YBX3,YBX3 ChIP-seq on human K562,ENCLB538QJH,ENCAB021IRD,ENCSR173USI,ENCFF002EFA,fastq_2,ENCFF590TAH,/files/ENCFF504AIH/@@download/ENCFF504AIH.fastq.gz,af8cfe186781027a66b5145afe3fe91b,fastq/encode/ENCFF504AIH.fastq.gz
ENCSR567JEU,ENCFF590TAH,YBX3,YBX3 ChIP-seq on human K562,ENCLB538QJH,ENCAB021IRD,ENCSR173USI,ENCFF002EFD,fastq_1,ENCFF504AIH,/files/ENCFF590TAH/@@download/ENCFF590TAH.fastq.gz,7591fe9a3d5feecedfb3e342978556bc,fastq/encode/ENCFF590TAH.fastq.gz
ENCSR568PGX,ENCFF910QTP,HDAC1,HDAC1 ChIP-seq on human K562,ENCLB747FPE,ENCAB447WPM,ENCSR632PAG,ENCFF502GTS,fastq_2,ENCFF895UGJ,/files/ENCFF910QTP/@@download/ENCFF910QTP.fastq.gz,b437b38270e8445861f69fdce6e09803,fastq/encode/ENCFF910QTP.fastq.gz
ENCSR568PGX,ENCFF895UGJ,HDAC1,HDAC1 ChIP-seq on human K562,ENCLB747FPE,ENCAB447WPM,ENCSR632PAG,ENCFF498JMO,fastq_1,ENCFF910QTP,/files/ENCFF895UGJ/@@download/ENCFF895UGJ.fastq.gz,aae2d184568c6a1cf6be4c6f73a8115c,fastq/encode/ENCFF895UGJ.fastq.gz
ENCSR568PGX,ENCFF677ULQ,HDAC1,HDAC1 ChIP-seq on human K562,ENCLB254MAR,ENCAB447WPM,ENCSR632PAG,ENCFF259GQA,fastq_1,ENCFF410PAM,/files/ENCFF677ULQ/@@download/ENCFF677ULQ.fastq.gz,d93b4eb38fd6f2e033599d05a21bb136,fastq/encode/ENCFF677ULQ.fastq.gz
ENCSR568PGX,ENCFF410PAM,HDAC1,HDAC1 ChIP-seq on human K562,ENCLB254MAR,ENCAB447WPM,ENCSR632PAG,ENCFF837MIV,fastq_2,ENCFF677ULQ,/files/ENCFF410PAM/@@download/ENCFF410PAM.fastq.gz,97ead85b5085e12deefcc4267b53431d,fastq/encode/ENCFF410PAM.fastq.gz
ENCSR571BUF,ENCFF333JPS,ARHGAP35,ARHGAP35 ChIP-seq on human K562,ENCLB693PHV,ENCAB567JVG,ENCSR173USI,ENCFF002EFH,fastq_2,ENCFF439UUP,/files/ENCFF333JPS/@@download/ENCFF333JPS.fastq.gz,08743702baad3b5c3b017091a7aa48a5,fastq/encode/ENCFF333JPS.fastq.gz
ENCSR571BUF,ENCFF439UUP,ARHGAP35,ARHGAP35 ChIP-seq on human K562,ENCLB693PHV,ENCAB567JVG,ENCSR173USI,ENCFF002EFF,fastq_1,ENCFF333JPS,/files/ENCFF439UUP/@@download/ENCFF439UUP.fastq.gz,a81d09f43e49439053b8c697876d34f3,fastq/encode/ENCFF439UUP.fastq.gz
ENCSR571BUF,ENCFF129HKI,ARHGAP35,ARHGAP35 ChIP-seq on human K562,ENCLB240ZWG,ENCAB567JVG,ENCSR173USI,ENCFF002EFA,fastq_2,ENCFF111ZWV,/files/ENCFF129HKI/@@download/ENCFF129HKI.fastq.gz,6d6c496956fee94dcd4f7beedd7fc9d6,fastq/encode/ENCFF129HKI.fastq.gz
ENCSR571BUF,ENCFF111ZWV,ARHGAP35,ARHGAP35 ChIP-seq on human K562,ENCLB240ZWG,ENCAB567JVG,ENCSR173USI,ENCFF002EFD,fastq_1,ENCFF129HKI,/files/ENCFF111ZWV/@@download/ENCFF111ZWV.fastq.gz,cf4375d21f432837ce8afb7b8870d49b,fastq/encode/ENCFF111ZWV.fastq.gz
